feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,cluster_id,img_id,sentences,text_length,word_list,Negative,Neutral,Positive,has_cta,ctr,ctr_group
0.7084804381352607,0.7598258376720713,0.4490380951036136,0.47686434117566584,0.7911485545464245,0.541826566253639,0.38900449577278035,0.28245491116624866,0.8026117085742247,0.31878675128874073,0.16073870570655263,0.7945037846081571,0.6704816492983363,0.483393625769692,0.604872109974348,0.4645156635894243,0.7036329873859283,0.6047502804468768,0.7406863142059013,0.34725464888081325,0.4893611063177601,0.1868141226311778,0.5024362319777804,0.5041699146391307,0.72977867345388,0.5105908860487465,0.19477080318409795,0.5103585860406077,0.5360747970571532,0.7441940711684502,0.7354752665615206,0.7085603609687654,0.42407536633769954,0.6080766724964765,0.48485340815492817,0.5494977130129387,0.48644847588358636,0.6300171645497351,0.3021944262186926,0.604092535011032,0.3266453503198098,0.3615974121320196,0.6171512858480732,0.562205742555917,0.4837820713162415,0.5754117653822746,0.35861557407755085,0.6623280766148156,0.46850798317362313,0.39535822091152556,0.4983911273545582,0.3253989161764754,0.3447898418562313,0.3235239212737064,0.6411665756838557,0.5879069756038816,0.8576993690986592,0.2925362901252792,0.38880071120670434,0.656237525154639,0.5835560905693171,0.7304168322614312,0.3757668520785822,0.33662218214520884,0.6510710100613675,0.6018415536813235,0.6581062404785731,0.4759510368982833,0.49040438834539535,0.31270660865406835,0.46642027349807935,0.20409380643570846,0.44669337679506105,0.55256172344897,0.5645931457698147,0.6451691033380071,0.5753719372223356,0.7343289728390592,0.644607649721516,0.32509306858913833,0.6041085112344019,0.612633109120268,0.3391796418545918,0.5362431779831267,0.6642419705528886,0.5697468530270233,0.7764687694140161,0.40297650938682744,0.4696268591461605,0.4972714392630676,0.5632763803386915,0.5851247932427303,0.4656959066807005,0.5778919662352664,0.4330585353766566,0.5224970804026116,0.5745585310895245,0.6724975944831877,0.21738054888972475,0.7854993613660701,0.6472640432610051,0.45448472909468884,0.711749645320232,0.49569906129140107,0.6915062349755704,0.39934738491250404,0.641750939771994,0.4050553264389023,0.22437792706792226,0.4120671861363278,0.5898498672791316,0.7790652745203716,0.47009930641041264,0.4262704234374058,0.5219894043465919,0.501409419538136,0.4326929722844725,0.3634053091987571,0.5649577607263724,0.38664315519208664,0.5666364698523797,0.5331900437234561,0.6547558680705406,0.4611110272471798,0.5434574837328782,0.565571321632703,0.49690202693049346,0.44256832640796945,1,c7e254ff6e829bbd379c791c06dba26a,วันนี - 14 มีนาคม 2568 รีบด่วน 400 web hosting,46,"['วัน', 'นี', ' ', '-', ' ', '14', ' ', 'มีนาคม', ' ', '2568', ' ', 'รีบด่วน', ' ', '400', ' ', 'web', ' ', 'hosting']",0,16,0,False,0.0,Low
0.7338006752380628,0.6421182292351737,0.42567136797422905,0.49083807020149073,0.708187310899494,0.6051404026943441,0.20453800016682477,0.3742147044127277,0.6335620915812605,0.2629228331828129,0.38849740902873175,0.5867260823017655,0.5514756241914583,0.5879939703831955,0.5708741329028715,0.26916883082812915,0.5810822802496106,0.6814435338045083,0.24335633312835686,0.2324848528818999,0.5117786173202908,0.4501587875708596,0.8688829800641922,0.7113467649093487,0.6755603757781529,0.6651019006316667,0.16072132547159812,0.0,0.19122458441741813,0.831238026866985,0.9303009881219171,0.8061337483551616,0.2833381162908596,0.14371018677181835,0.8840534552474245,0.6727596048143036,0.27787560825127205,0.3312504532891657,0.579410765348036,0.7225436565845115,0.5842282171373679,0.606462963631318,0.5050160451701705,0.5149113363482644,0.9064493912486835,0.7943129285989283,0.4297082843700065,0.7473326509968817,0.27499743096098994,0.47638197301600066,0.15286020150960428,0.5656053267530153,0.19705503816240277,0.3217027695395168,0.19516415337056636,0.7388080101902736,0.7711790198048027,0.6897188581993337,0.36620229265969145,0.5795712702310322,0.2425670520107665,0.331269884331337,0.25366367645908444,0.5864647690778867,0.39246788535934424,0.6162275395539784,0.5990444162887945,0.1218098323839622,0.30704367855750714,0.5931413749344611,0.8369877602234399,0.7956563642057163,0.626926847256372,0.17956963725958774,0.5989189558617318,0.6918048371576371,0.2796628897039632,0.7144297245026588,0.6382219223797421,0.41727660878490863,0.6780128646653067,0.43620483900012985,0.7042939551571897,0.4456728882831988,0.4617463848303396,0.5038763036258829,0.5582405160404424,0.580891863619245,0.5895925961332037,0.7015268640248489,0.6796236884335567,0.7219956755827639,0.3640748527981752,0.7165696338752917,0.5133393503016657,0.7139772458501206,0.41941821655584616,0.527938696574597,0.4541991074715668,0.645099064472428,0.32937124702796927,0.5993353961169877,0.5136360061316888,0.8054147355952396,0.459432523807269,0.2580098828021393,0.826685003594952,0.16577212463123503,0.23750024379548562,0.4414153851171583,0.3352681669068216,0.6299574025493471,0.7306343709413691,0.6901120529264165,0.2507220971502804,0.3056916691566909,0.7887240499583306,0.4554530780930421,0.7027819708601927,0.4149867230639539,0.5457863078002159,0.4278354470336305,0.3686539794584412,0.511325523442982,0.40433315999787084,0.14734592154209464,0.7011955697841129,0.47716090295462416,1,310f05853aa67594eadcecfaeab260c9,แฟลชเซล มาก่อน ได้ก่อน 899 12 00 น.,35,"['แฟลช', 'เซ', 'ล', ' ', 'มา', 'ก่อน', ' ', 'ได้', 'ก่อน', ' ', '899', ' ', '12', ' ', '00', ' ', 'น.']",0,1,0,False,0.016481860555852254,Low
0.5870951565475891,0.6554190019217331,0.3280377679633897,0.5825138421286411,0.626007747216582,0.675074705561843,0.503859215745207,0.5561315369204014,0.5782762239276199,0.3802388521759575,0.21095740493986637,0.4448474362288367,0.5548913836489445,0.42104676890304804,0.7473221815267932,0.5405328828757766,0.6310491664537986,0.6055716211754429,0.6775795870679155,0.40997293739550655,0.41351657727763036,0.5658507560960844,0.5429911814833184,0.4767162078576512,0.412506678806648,0.4704648100600769,0.3885416114482253,0.22753799362106175,0.3179971834275306,0.7268741592168596,0.81457901592837,0.6809969951108553,0.46347142813320935,0.5055165663681231,0.632599912243153,0.6848569614658129,0.4664382059344971,0.6738798251907239,0.5401080597679667,0.49086021903061544,0.3408095710494992,0.6760055458855315,0.5544009831586882,0.503436603705539,0.442936976692771,0.33318825673947106,0.6015281612140343,0.7343645149175565,0.48120260859668584,0.7175545632595921,0.5142863759967543,0.49945638608410803,0.47333916137861737,0.2723372058251298,0.6249821487469993,0.6731662189705705,0.5819330153320079,0.3923534640526243,0.5730824211106964,0.6782309967191648,0.2606557752953268,0.42400895421290363,0.6205032667941378,0.6051668393542784,0.5234522605355775,0.7169904130907134,0.5294126128010183,0.47600032500001666,0.2832599899086564,0.3561704839791202,0.5554256615976129,0.3720832722324517,0.45086834022163813,0.34533163715360315,0.33173262184361335,0.602372766588438,0.5316968135778879,0.7906652973721281,0.5453023482439084,0.4823991940203431,0.39177013956199447,0.6081736973374269,0.5228993661402239,0.5792712220893292,0.43719487525768547,0.6410357046890898,0.8469200710547053,0.4936367832594503,0.44074737641582534,0.5973507101724523,0.7460654105697959,0.6996164155721164,0.593038466775435,0.47465835932256883,0.30164557722394797,0.3679841212897279,0.6287237832695621,0.5419724551774642,0.4058443570252171,0.6749405798728261,0.4358970984819284,0.6359191032670206,0.5611099887806354,0.62966132075952,0.4848193422795032,0.3766928875327342,0.7022911305119337,0.2895409888415701,0.28365762417328877,0.3394201195758032,0.4786198334152926,0.7166897892419007,0.523340951873075,0.44605253041328086,0.47041201139004835,0.6613330977323738,0.6045724266998413,0.380791797927234,0.5599126983996919,0.5979959012172992,0.486227775334444,0.45855760086742015,0.4301410357898381,0.5047029510524461,0.524765820188625,0.4519883180700516,0.5739605053448386,0.3733618545314829,1,a602b8402e30353896de582cfc8602d6,ifex prc ติวเข้ม tfex ให้ takeprofit ได้แบบมือโปร,49,"['ifex', ' ', 'prc', ' ', 'ติว', 'เข้ม', ' ', 'tfex', ' ', 'ให้', ' ', 'takeprofit', ' ', 'ได้', 'แบบ', 'มือโปร']",0,6,0,False,0.0,Low
0.35312867636903555,0.3431836018194069,0.5226711358417947,0.418776716803289,0.22316088702598896,0.5254469377997499,0.45893458064472115,0.6007085183589307,0.3237658996013651,0.6231370058268535,0.8531158566101008,0.48255466152287524,0.33767478627210273,0.5925908128441213,0.3897420257705557,0.36985054390454486,0.5598363825627699,0.3795036269074522,0.4070173737190215,0.4886415029621141,0.4786521467957602,0.571578522343642,0.4739242829487382,0.6865550851849126,0.6346635596924932,0.674909925728885,0.553860568352078,0.46588114372326317,0.4919975737408809,0.3853057837927732,0.45524709347179726,0.633422943434822,0.5364172672612034,0.3936896651687419,0.49877683719323246,0.4454999050778683,0.555623620281461,0.5088856510259047,0.7340732207384263,0.414922871067371,0.3401997066167457,0.592050617682655,0.3174861728974794,0.5134943510551009,0.6627505518195431,0.6140308515537521,0.6723558795011348,0.21464149551268621,0.6085082520479568,0.33508763668686503,0.23227946351840953,0.47940911032639166,0.502653136845027,0.7888031690784418,0.26068029830276207,0.32323924838719986,0.33831061816998886,0.4740300235921225,0.6348987521468357,0.39711665382508377,0.43443880690178815,0.5529615670390965,0.46796426569824195,0.5889308734139594,0.38968433444380995,0.5803550573990921,0.32274962221103287,0.5383224614084212,0.502905853111336,0.7304908657638801,0.529653594056577,0.500885762115856,0.5770601368495255,0.43774462492254584,0.615374917006994,0.6764666709195534,0.4674412744415772,0.43031643516206025,0.4505203345566653,0.6648220683926443,0.3677270018820404,0.3080535022884669,0.6385332010464516,0.5405850016061702,0.3020729428700417,0.6934637451139296,0.3957899781122551,0.5485012389406878,0.4724967218577195,0.42274268912912355,0.2946135669239216,0.44306848372410995,0.45477809471766406,0.6030150729525147,0.48827615990418055,0.5302934579915723,0.41460951141282415,0.39541134277308604,0.5978696223133275,0.4569749685210217,0.31323677554034096,0.5644528355991195,0.45542264289459794,0.45009232868971116,0.36943135827938156,0.4883863102696929,0.39392917832114754,0.35450648290458026,0.5989427091953121,0.47759868187639254,0.469263462036125,0.12326725085997298,0.7927330537828635,0.5244303246964545,0.45829988731988763,0.34012237021183234,0.5627095850507644,0.332801409963866,0.4715545189506384,0.46655493795069414,0.6250217864541575,0.5378175888995459,0.5462513963769562,0.6464457867740591,0.37309083286136113,0.3382041691750721,0.39862662196153315,0.5355461589447924,0,4eea40723af32721712529331dc268e8,สร้างรายได้เสริมจากที่บ้าน ด้วยการสอน ai เขียนโค้ด สมัครเลย,59,"['สร้าง', 'รายได้', 'เสริม', 'จาก', 'ที่', 'บ้าน', ' ', 'ด้วย', 'การสอน', ' ', 'ai', ' ', 'เขียน', 'โค้ด', ' ', 'สมัคร', 'เลย']",0,37,0,True,0.0,Low
0.5704520510975943,0.06701501877997101,0.3086527915843341,0.3522184560813494,0.3476655947704519,0.5371016544741242,0.19361292717781164,0.497157820756566,0.4836213873317666,0.7175146086424631,0.8673532592900792,0.3937500564808577,0.389587994544997,0.5171570944824156,0.49339123916339445,0.3117289426986294,0.5380615022573946,0.044056052266518264,0.3891243892340944,0.7546723314590317,0.7333690209260206,0.522866309041929,0.23945899964067252,0.6496784461395074,0.7210928113814147,0.6995792008124211,0.3486265576035421,0.2232784988302483,0.49651695628413606,0.43036752761060143,0.4116690599926641,0.4327153112664163,0.31506376032606576,0.2649597326969776,0.4146101736900235,0.08327540262530869,0.5543843576667553,0.6748254595234441,0.6862698999342103,0.37466561778501944,0.47572496004584447,0.6768599997232386,0.4363812668481203,0.6536746778126089,0.6928031484410168,0.5458249963169985,0.7417616647557387,0.5325978986291888,0.4438549369563351,0.43878702872437225,0.5665349079307617,0.7644511551383659,0.3095525114561536,0.8028943921577458,0.34062654522018365,0.536621631560763,0.4734140284673329,0.2592849353399787,0.6067373297432339,0.4690409603103693,0.35395946613631957,0.248568068951932,0.6487789020630523,0.7817351034656501,0.33004624965569257,0.9422300167263786,0.25242836327466694,0.37913343873217387,0.46326208191094104,0.7167432084632885,0.6902821417504734,0.4320212179586679,0.6861848130885624,0.2200318268771732,0.7019489831321929,0.41849521070903706,0.4170378839851435,0.2274909624537009,0.6771070315160117,0.6135897430895507,0.5644769386891353,0.2127897444138083,0.9871127238966937,0.7137300461916888,0.4617682401953713,0.9407163450764717,0.30630889632726793,0.3990496819919565,0.3829188552468878,0.5161437692044654,0.3244836245394651,0.444266152610429,0.5073484755430787,1.0,0.633188221114684,0.5689230268174426,0.14530600534675125,0.5220764972401253,0.6941721159129416,0.43381586669262706,0.36206589831836344,0.5481728791149797,0.5436622742113099,0.39586273073156997,0.3031258715643342,0.0767689253364377,0.683621736021683,0.09806611637638396,0.5517192343158637,0.23451479952711712,0.34668566867266026,0.15767010911575366,0.896155285159042,0.5211732363386286,0.43030028210093924,0.3644697737535898,0.8108232003807881,0.19803078134394825,0.6011577450111183,0.8211148527278571,0.5738960059811222,0.8455143675114902,0.3803661893078935,0.7218046584159377,0.2682242272801024,0.3865900276182807,0.2583464696444729,0.5328216195501841,0,c863dc028d2446a5a578c77a2efa5806,uniol0 management candidate 2025 25 บีนาคม 2568 สมัครเลย โอกาลเดียวในปนี้,73,"['uniol', '0', ' ', 'management', ' ', 'candidate', ' ', '2025', ' ', '25', ' ', 'บี', 'นา', 'คม', ' ', '2568', ' ', 'สมัคร', 'เลย', ' ', 'โอ', 'กาล', 'เดียว', 'ใน', 'ป', 'นี้']",0,17,0,True,0.0,Low
0.6073386523821885,0.729212584430557,0.6379263852058179,0.701897732504663,0.4859247289631125,0.7404477489027631,0.5388249260946583,0.34924990040632087,0.7321431508986607,0.33441242822972733,0.23551624797292353,0.6343317106784006,0.5004861850307789,0.6155247392649518,0.7055480680799091,0.44860110470169134,0.7841359969674679,0.49206509923305736,0.48684038408947844,0.3720377760647876,0.4456040512906068,0.5241268295419977,0.5583358779176668,0.6959669613611335,0.5726009838973837,0.5490380257514531,0.5134973857604196,0.5576785822620854,0.3354230976292681,0.7757642408784589,0.4725893915385392,0.6628613288031396,0.46433619193082415,0.5821897091942282,0.580971872913225,0.4907988284496651,0.35606826385377666,0.4694732374213017,0.31121081179606624,0.5383342370488733,0.4298511880488825,0.4731131095481161,0.5581793338432308,0.39094114097425914,0.5969891868936192,0.5885269581212784,0.20141458128838075,0.5052070124713729,0.39241960381182767,0.43028560241484193,0.418001203586557,0.37806185096329126,0.41943891367290326,0.2721276560644918,0.6587127040615579,0.5826910416172599,0.5883598689983616,0.3893704430294842,0.38346453606494335,0.6525827534310844,0.5435164556504971,0.7021420474770269,0.40265236976882346,0.6993430741670412,0.36788274640989144,0.3690360715565047,0.3939755458252991,0.2622450964572571,0.5726193266763013,0.6712397353999577,0.43611118679332045,0.4762289556353398,0.384404305449162,0.6980914850828746,0.6640765958022343,0.7534215322077858,0.39188096560666175,0.7747732089406109,0.32252576881119926,0.5373054524218759,0.42217479422680176,0.6709684947677962,0.49735834441629123,0.3906018277469526,0.47759942082984846,0.29778635834923217,0.7491532204406486,0.40043299087797674,0.48735429782772327,0.5351340286529981,0.6641105453023761,0.5433295864750851,0.37575317990885626,0.4325126114176633,0.45453489382770884,0.39940070185791443,0.762327426971658,0.6568134924637572,0.4690997484045893,0.6951773511580833,0.5982036315994829,0.44063688691944325,0.5547667378708522,0.4752421334471471,0.7266847759489639,0.356430668822149,0.7890471103759606,0.4156497424958603,0.2575400141504416,0.566281217369544,0.5149942473723669,0.6793983812237956,0.6045429346270925,0.5438246289695683,0.6327616966689664,0.3265397531947589,0.4138001146565058,0.43585611057398466,0.6141681295854665,0.3991062203403669,0.5809214771510487,0.688541660126701,0.7341123605561093,0.6154460851917526,0.7379349913706448,0.3475717931137653,0.7744548162173505,0.7596484016526668,0,7991c6fcc4ef20a377f8c18abdc9f813,วันนีถึง 21 กุมภาพันธ์ 2568 รีบด่วน จดโดเมน com,47,"['วัน', 'นี', 'ถึง', ' ', '21', ' ', 'กุมภาพันธ์', ' ', '2568', ' ', 'รีบด่วน', ' ', 'จด', 'โดเมน', ' ', 'com']",0,17,0,False,0.0,Low
0.5314484349272923,0.5052163547913509,0.37402349704247445,0.32208332218137203,0.5200742628833116,0.33211813664159723,0.5885759103639557,0.5019077040716577,0.5945556477417752,0.5860891941041422,0.6543700705592601,0.8483551653128738,0.6322614172407964,0.6165439913454163,0.6738099505856475,0.591647796171353,0.5577323039018153,0.350515846379236,0.5442761300099436,0.451463477637036,0.4729712959518778,0.25199532873548103,0.571607351992981,0.6254712263357778,0.6314535975204334,0.4320507739732169,0.40909167219489445,0.5609740080871507,0.47389625514194245,0.7450805160885379,0.8397568702003992,0.562217317813471,0.709827434430388,0.5029202340398258,0.4076520650064739,0.7302762765386733,0.4517703427384093,0.5242938706915177,0.439472720228179,0.3801246568621742,0.2451804441363955,0.5357583305859785,0.49592010714270623,0.45785974646431604,0.5177901424444653,0.5518366138728452,0.6681178807075535,0.5855895707110388,0.37542405718109934,0.36183281083302876,0.41568875764144897,0.33744093362213523,0.3651380279792018,0.5848380764942384,0.4280808002282001,0.4030832609497186,0.5848096355565179,0.4684949278809629,0.47384609446954223,0.5768692379743792,0.4537980897629229,0.7038201070634951,0.3624700170100188,0.4258320339614153,0.4613741959313001,0.6977346837553623,0.448888952967188,0.31060039801777084,0.6560672643291225,0.40827859040165054,0.4974170766092903,0.3823192084545502,0.49011642100522546,0.6145760664342876,0.5405924279278936,0.6913483225103677,0.6327736478543373,0.6182457356905943,0.6963839846049626,0.4413032759150266,0.5151515363717819,0.5087643342013095,0.5910252524984733,0.29286679691197554,0.40770365326487623,0.5240397025295677,0.6800892858744635,0.5688409699268585,0.49256312349313325,0.49875092177298885,0.3701468575128531,0.41122556491379414,0.22046431082494466,0.6305182176531043,0.2361559519009623,0.47557919233870083,0.47133870206033296,0.6051080610872479,0.45425543257735446,0.5882937585597955,0.6714277236242918,0.6026286002405442,0.33527867786984644,0.3078880202013689,0.60029070911447,0.37361563306647755,0.4266643871458893,0.3821542344340515,0.399208347923769,0.5834457218010978,0.6249880818679517,0.2979441920311622,0.6243528942379216,0.3979257273107732,0.41553354387075564,0.35792674464661345,0.45532986441689954,0.38503520360860766,0.37514861998592175,0.4181298201358161,0.547442999255173,0.5716459875304987,0.5296814592345264,0.5701565065481649,0.27572173880062406,0.6703796720108098,0.7797697554269216,0.28430541744841165,0,ed76a984a5d9b3284851a3aac726a6dd,wow sale 50,11,"['wow', ' ', 'sale', ' ', '50']",0,68,0,False,0.05127392970692521,High
0.5137884401189238,0.4311981279486663,0.40197138714719277,0.5584981097271841,0.3486806205996066,0.7805970637105054,0.6796655165560233,0.5696923725970106,0.3506550638745663,0.5081053046493179,0.6636149758761735,0.5393138628406283,0.2809657995132556,0.46763315340408385,0.6113236535078022,0.5403221392521133,0.10210329965188936,0.3909077453420877,0.6795561106310523,0.4018600756765987,0.5242073185848882,0.4898459885748644,0.5798632091437106,0.4194910203519743,0.48112733828157817,0.3771349008065471,0.4762219466463057,0.4427939521435659,0.5387474178692049,0.4904967831879294,0.5379609693467864,0.7046733781657133,0.959996023866605,0.7226721389429609,0.9328260766904138,0.5197119588897299,0.6512316803938671,0.47015610368143124,0.379941758220669,0.4517093874352868,0.6274697877514342,0.7717368671141722,0.6747092823720509,0.4717901879886255,0.7234760067806074,0.3166030662089495,0.6157236047463102,0.3116030603101101,0.4243466537852533,0.36528817240421085,0.37207890375244324,0.26105694699885684,0.9315722035361966,0.671042972561223,0.721316736169395,0.4948368351934219,0.04378853965855284,0.6139209852362525,0.5148525152116165,0.352815807388443,0.22699473104594886,0.3096368290820118,0.5021673544261509,0.5466774537416372,0.529048435109434,0.5575551507338091,0.4505748463663189,0.6660586444850807,0.4578363326897092,0.36619352999365407,0.6171993975519483,0.8449899662382777,0.44485991491935567,0.32487112346336366,0.5434256398864022,0.49416140391657726,0.5417861456559516,0.40622843636978523,0.508783164157072,0.6778144026479147,0.5057820984528328,0.5850146719412977,0.6466693728580419,0.6064281492285094,0.5215722633030568,0.5514763780954604,0.8878103063513929,0.4071402587958896,0.42574644969097675,0.3592671993458757,0.397450978234841,0.6338232740396021,0.5423993615028593,0.5528446240857046,0.28845065179620527,0.33117840344841404,0.6176129103219067,0.15983247925550187,0.5896496970593105,0.656129039565524,0.5383584237477934,0.6077458960145572,0.6516626963809343,0.7739509848676407,0.2956828954801643,0.5275711970738831,0.47802477447527164,0.61601052276982,0.6285206227667995,0.31281450821240353,0.4329952305781647,0.3182663631246621,0.4750937318994264,0.2808829647205554,0.3608976968470646,0.6423694970879126,0.49406171105616437,0.4047620148390261,0.7685000238488898,0.6074490373876735,0.45992949794212745,0.42157418770415145,0.5108884149090275,0.7074483976811339,0.43864693371324837,0.30801008744420416,0.7768751490986077,0.49545131025986294,0,a3b051fd5fae0dadedab2c9c77db14a4,"""fesn mp",8,"['""fesn', ' ', 'mp']",0,0,0,False,0.05594141833890108,High
0.6649711011765926,0.37404501145281527,0.45729078676652496,0.28729667890971,0.503554793945227,0.3375064224545665,0.6501700123182101,0.4554118000840099,0.4764997017632787,0.4807580122970395,0.7379157392108299,0.7852155684368275,0.34262124340125394,0.4247830946659301,0.49138581844914997,0.5498035787499226,0.3378041715663559,0.42772047472021435,0.5640775295834436,0.4516058091594207,0.656715513201426,0.32109625124277547,0.84634384083688,0.4351509336931947,0.5773727194711724,0.3252211886202572,0.3202072442348319,0.7093815877211413,0.9783129124911186,0.34830562341330196,0.4487458049223251,0.5400275906139095,0.8436137331573279,0.3572113729652671,0.5513197009059585,0.46526589020756526,0.534633019074845,0.4483924094914696,0.4714295254615596,0.5010409088157632,0.5400040925181242,0.6716939831340153,0.6273845064336284,0.663605498520788,0.860227114431386,0.5576520019467559,0.4758590713543916,0.3161198428217459,0.5123353706395857,0.2914779073510932,0.35558854929947614,0.301693766290404,0.9015737390574444,0.6085932985449745,0.5547907097824682,0.5135000063982214,0.3272299786023236,0.8118321476791481,0.4958848120389943,0.30050990038956804,0.5277049151242077,0.44036497662089913,0.2539474623094743,0.26280552581089717,0.7774734212188555,0.5940937210710746,0.5570715195135965,0.601534738858682,0.702759049748666,0.3973956572567358,0.9533377143094325,0.6610275424253408,0.2600010461289698,0.3570902310305628,0.6001983713042702,0.5592311998833494,0.5205133980562925,0.34445913307267895,0.5345234503026463,0.48441028422097254,0.6035383486958783,0.5460007919333493,0.5840515654216704,0.6853540354277463,0.47850026434483073,0.4059084396225631,0.43808583697961995,0.6495239054197568,0.5389885907525447,0.3550550365599775,0.28113115126643207,0.5093695929113282,0.5572451157024718,0.6369564459646333,0.43404334811096057,0.5651289381651489,0.4429559394109961,0.18309876786022505,0.6912563579057196,0.5173232282954189,0.44255317517236736,0.33398701981867546,0.5975822219215602,0.6046091372841175,0.17905579310760572,0.6099989660690013,0.4305281748635503,0.5407886133546131,0.5247215012548209,0.430680342891522,0.47986245811164185,0.3108433390131901,0.4415276170069863,0.12764325421255812,0.4645727626548194,0.6081646056546215,0.40555330337801254,0.3524762366337526,0.5241879323581652,0.2794665264020717,0.6343861307019114,0.5721802677080208,0.5149339436668368,0.6906104027751798,0.27203924524123063,0.6525079984740534,0.6464303623506231,0.3342217589794443,0,f9cfd009a36836ec19a6f2a85995e4e6,empty_record,0,"['empty', '_record']",0,0,0,False,0.07055384709286212,High
0.4316762765176816,0.39197125337395117,0.3036548227431345,0.38981504931530514,0.595953602944298,0.6425004817828229,0.1483246113331475,0.3868809395036922,0.5435111724981931,0.42685545947751696,0.7375679821736963,0.31191917435823646,0.42797910294374714,0.512319168844141,0.2493575254438524,0.3350161826868382,0.3534870307580086,0.5526022808893627,0.515841222102413,0.5739480745191826,0.5418676323856938,0.5850772581150073,0.44832537015335994,0.40828663780486846,0.7004669463922906,0.6069414285999567,0.30799482933641187,0.5465076367809812,0.7467366876342594,0.1877751947154549,0.42454262131234327,0.4413687909404568,0.621867691329347,0.5750554145650144,0.882007523157902,0.2285571166867859,0.6118103571738391,0.5555956697072137,0.4947257220382549,0.6908538655072489,0.6562208385476624,0.44703215204556535,0.7010632727066325,0.6710612497220003,0.6822951885042821,0.623684055480325,0.4592571337304744,0.2222762077108558,0.547782781214008,0.44860444737549227,0.5097663331158002,0.428974207086811,0.6927339788309659,0.7583850410405922,0.4196334855653659,0.33471048168560014,0.3456684819741208,0.55767062527904,0.6034708797910888,0.22948572922557772,0.621985935621686,0.42918210297863224,0.4495641284318818,0.4855322829494948,0.4699948840470375,0.562473661669859,0.5647639120154178,0.8907843585489416,0.4090119528088734,0.4273920612227107,0.8562488061984669,0.5741317674626008,0.6821022996177182,0.35439582361798594,0.7886599603836459,0.41011938105585133,0.3018069495426206,0.12939414098611857,0.3671576538477662,0.4540868061442293,0.5906006284382246,0.5505390266098176,0.49863017447268215,0.694069697451163,0.6743510362697717,0.6605471741432194,0.4247987696176868,0.6072496819299293,0.3664110920524972,0.3711718310991173,0.20780199081348955,0.7121332705980377,0.6152909002070133,0.4289692904282831,0.4552386134757034,0.5021328969010835,0.31788546078913865,0.21120124660778195,0.5251546592270115,0.6180623191935087,0.24415415756611297,0.5170237146569474,0.8429247580617079,0.8652473645223643,0.22760313649720382,0.5010043023756935,0.30423728352894214,0.664443825096671,0.738379187664908,0.24478201484248027,0.6811475878846341,0.3629558642242261,0.4227828630133511,0.5460506674251709,0.35253411614192576,0.7526383005758657,0.48688446618206255,0.32611212057804545,0.5993698459120198,0.3656998932491118,0.45044615977214064,0.33353390889017553,0.44216367088366615,0.4803912097502318,0.29581185779838337,0.4839728810359921,0.30601446227500295,0.30472996010190734,0,0720a71ff116ce2846ff173314a7d55a,special offer end of season sale 50 off discount on all items,61,"['special', ' ', 'offer', ' ', 'end', ' ', 'of', ' ', 'season', ' ', 'sale', ' ', '50', ' ', 'off', ' ', 'discount', ' ', 'on', ' ', 'all', ' ', 'items']",0,90,0,False,0.0,Low
